feature_1,feature_2,feature_3,feature_4,category_1,category_2,target,product_feature_2_feature_4,product_feature_1_feature_4,square_feature_2,square_feature_1,sum_feature_2_feature_4,sum_feature_1_feature_4,mean_feature_2_feature_4,mean_feature_1_feature_4
0.6356488193863125,0.6376720029547639,0.3855112591100244,0.6158592784448222,2,1,1,0.39271621962418546,0.3914702232515575,0.4066255833523404,0.40404942158721285,1.253531281399586,1.2515080978311346,0.626765640699793,0.6257540489155673
0.5314468219827364,0.5364716153088278,0.37895124573236616,0.5186469943122692,0,0,0,0.2782393908137715,0.27563329685815385,0.2878017940320629,0.28243572459555033,1.055118609621097,1.0500938162950058,0.5275593048105485,0.5250469081475029
0.47870870008083877,0.48647716959595677,0.4714359093782705,0.5040114866151586,1,0,0,0.2451900814523928,0.24127468358335363,0.23666003653809328,0.22916201953308643,0.9904886562111154,0.9827201866959974,0.4952443281055577,0.4913600933479987
0.4446320249690259,0.4125765101991323,0.6078860554000869,0.4698298089652838,1,2,0,0.19384074297042178,0.20890137935104472,0.1702193767680947,0.19769763762805645,0.882406319164416,0.9144618339343097,0.441203159582208,0.45723091696715484
0.22828621974648755,0.22707795018192967,0.7763543725086731,0.22270193278051542,3,1,0,0.05057069839735333,0.05083978236470024,0.051564395458826934,0.0521145981261416,0.4497798829624451,0.450988152527003,0.22488994148122254,0.2254940762635015
0.36769016511856584,0.3429708092604835,0.5669959129456931,0.2531571068315877,3,1,0,0.08682549780007232,0.0930833784118449,0.11762897600479096,0.1351960575249182,0.5961279160920712,0.6208472719501535,0.2980639580460356,0.3104236359750768
0.415318106121882,0.4398779285070568,0.5618821368318545,0.3847199912988003,1,1,0,0.1692298328277692,0.15978117817344467,0.1934925919876594,0.17248912927266685,0.8245979198058571,0.8000380974206823,0.41229895990292853,0.40001904871034116
0.6942004935675964,0.6903174588859109,0.26073912076574046,0.6990054131490538,2,0,1,0.48253564055255116,0.4852499028144948,0.47653819404270126,0.48191432526949446,1.3893228720349646,1.3932059067166502,0.6946614360174823,0.6966029533583251
0.5630970578653507,0.5587945557345421,0.4274323844163713,0.5055061631077182,0,0,1,0.2824740918348504,0.2846490331787582,0.31225135551856426,0.3170782965766141,1.0643007188422602,1.068603220973069,0.5321503594211301,0.5343016104865345
0.17600716838526564,0.19727421708111276,0.8255152560126149,0.16983247505509136,3,2,0,0.03350356855144076,0.029891733034307894,0.038917116724966,0.030978523322999253,0.3671066921362041,0.345839643440357,0.18355334606810206,0.1729198217201785
0.5595077062762087,0.5664012715477158,0.44448980028142027,0.566252438143484,0,1,1,0.32072610098146365,0.3168226028389715,0.3208104004108693,0.31304887338246423,1.1326537096912,1.1257601444196927,0.5663268548456,0.5628800722098464
0.42920130282343866,0.40999289253128857,0.5715800269636083,0.323488408982592,1,2,0,0.13262794849911738,0.13884164658360984,0.16809417192617274,0.1842137583453371,0.7334813015138806,0.7526897118060307,0.3667406507569403,0.37634485590301536
0.3755769456383468,0.3763197688512512,0.6829053685305873,0.36426417829045554,3,2,0,0.13707981137505518,0.1368092274877915,0.14161656842825912,0.14105804209502973,0.7405839471417067,0.7398411239288023,0.37029197357085336,0.36992056196440115
0.6123516209684823,0.6047392241202215,0.39853425242425355,0.5620315562981398,2,0,1,0.33988252728681767,0.3441609345346047,0.36570952918952754,0.3749745077027278,1.1667707804183614,1.174383177266622,0.5833853902091807,0.587191588633311
0.6894005533962918,0.6551197734383521,0.31900275753287677,0.5998816615081632,2,0,1,0.39299433817705015,0.4135587494160147,0.42918191754991786,0.47527312302311336,1.2550014349465153,1.2892822149044552,0.6275007174732576,0.6446411074522276
0.6710775200986235,0.6561524545319681,0.3654877900735805,0.625848230306554,2,0,1,0.4106518524801339,0.41999267835223447,0.43053604358832653,0.4503450379817185,1.2820006848385221,1.2969257504051774,0.6410003424192611,0.6484628752025887
0.34575580582325827,0.3449102204509884,0.6467901880658715,0.3085292501894327,3,2,0,0.10641489169841539,0.10667577951929297,0.11896306017154942,0.11954707726049067,0.6534394706404212,0.6542850560126909,0.3267197353202106,0.32714252800634547
0.443142088072055,0.4420682858578515,0.5110009575658377,0.45967060084697214,1,1,0,0.20320579457566965,0.20369938988466338,0.19542436936129912,0.19637491022086095,0.9017388867048237,0.9028126889190271,0.45086944335241186,0.45140634445951355
0.5608269031124057,0.5332331800303429,0.4827290739766744,0.5758371342991951,0,0,1,0.3070554663019195,0.32294495672614004,0.2843376242852721,0.31452681525465165,1.109070314329538,1.1366640374116008,0.554535157164769,0.5683320187058004
0.6792110346216669,0.697497468010472,0.500715485668979,0.6823982857249783,2,2,0,0.47597107646785897,0.46349244567131437,0.48650271788101934,0.46132762955183515,1.3798957537354504,1.3616093203466453,0.6899478768677252,0.6808046601733226
0.41191228974693317,0.4115422389978123,0.59776083536024,0.3913478729378801,1,1,0,0.16105617985588652,0.16120099842943406,0.16936701447933245,0.16967173444456143,0.8028901119356924,0.8032601626848133,0.4014450559678462,0.40163008134240663
0.4658445208045242,0.4671880676059819,0.5114164623796149,0.45288245414161044,1,2,0,0.2115812786030737,0.21097280983037542,0.21826469051341152,0.21701111756359678,0.9200705217475924,0.9187269749461346,0.4600352608737962,0.4593634874730673
0.29667406466548774,0.30714122759804374,0.689475662300099,0.2697875309223211,3,0,0,0.08286287343812689,0.08003896339479097,0.09433573369043331,0.08801550064514199,0.5769287585203648,0.5664615955878088,0.2884643792601824,0.2832307977939044
0.28016051583725204,0.2693642385210504,0.7632043553303149,0.22597088358435335,3,1,0,0.060868474984628274,0.06330811930919207,0.07255709299402534,0.07848991463419515,0.49533512210540376,0.5061313994216055,0.24766756105270188,0.2530656997108027
0.6492569028533322,0.6554120789920441,0.3814161169205657,0.5949319525969531,2,2,1,0.38992558791036525,0.3862636769515832,0.4295649932886735,0.4215345259027012,1.2503440315889973,1.2441888554502851,0.6251720157944987,0.6220944277251426
0.7491621686946279,0.7389079375241214,0.26889598683014854,0.688805056992323,2,0,1,0.5089635240183823,0.5160266903041955,0.545984940136151,0.5612439550032382,1.4277129945164444,1.437967225686951,0.7138564972582222,0.7189836128434755
0.48672703399011114,0.470850061129828,0.5444874616116385,0.5297367789427857,1,1,0,0.24942659474792883,0.25783721121029723,0.22169978006596278,0.2369032056168108,1.0005868400726137,1.016463812932897,0.5002934200363068,0.5082319064664484
0.6843536732492481,0.692098303663216,0.32858784912123795,0.6653921709848771,2,1,1,0.46051679280941804,0.4553635763647924,0.47900006193350114,0.46833995008973867,1.3574904746480931,1.3497458442341252,0.6787452373240466,0.6748729221170626
0.5664077432078635,0.592549553838956,0.4354258670667335,0.48638586416240165,0,0,1,0.28820772680300616,0.27549271964843236,0.3511149737547458,0.320817731565825,1.0789354180013577,1.052793607370265,0.5394677090006789,0.5263968036851325
0.3814204784631264,0.396475800320548,0.6176099231124376,0.37677446801905423,3,0,0,0.14938195874820326,0.14370949786451756,0.15719306023981908,0.14548158139104025,0.7732502683396023,0.7581949464821807,0.38662513416980115,0.37909747324109033
0.5663635670989695,0.5822141598216425,0.47705152988848154,0.524525926754695,0,0,1,0.3053864217501531,0.29707237491268185,0.33897332789682105,0.32076769013706896,1.1067400865763375,1.0908894938536644,0.5533700432881687,0.5454447469268322
0.7825665404051985,0.7690293040350747,0.500715485668979,0.7683020994068845,2,0,0,0.5908468287955633,0.6012475159188965,0.5914060704646714,0.6124103901617611,1.5373314034419594,1.550868639812083,0.7686657017209797,0.7754343199060415
0.4933757114338132,0.4647115668887868,0.5212117397580067,0.4635274492146055,1,0,1,0.21540656722048185,0.2286931850253567,0.21595684040023136,0.2434195926328213,0.9282390161033922,0.9569031606484186,0.4641195080516961,0.4784515803242093
0.787455484457757,0.8102340111906134,0.16753569774120392,0.8089172711352195,2,1,1,0.6554122853132539,0.636986341628031,0.6564791528900311,0.6200861400026009,1.619151282325833,1.5963727555929765,0.8095756411629165,0.7981863777964883
0.018591131287419294,0.06318509201755623,0.979490309049135,0.066763497867939,3,0,0,0.0042184577561996455,0.0012412089540701921,0.0039923558532670485,0.0003456301625460606,0.12994858988549524,0.0853546291553583,0.06497429494274762,0.04267731457767915
0.650979829889966,0.6767708667488412,0.3325564535243003,0.6616069674994821,2,1,1,0.4477563208416969,0.4306927911568292,0.4580188060799778,0.42377473892356915,1.3383778342483232,1.3125867973894483,0.6691889171241616,0.6562933986947241
0.5159531433178949,0.5097841411293781,0.45228743538691346,0.45772016880696337,0,1,0,0.23333848313285177,0.2361621598559502,0.25987987054701767,0.26620764609961617,0.9675043099363414,0.9736733121248582,0.4837521549681707,0.4868366560624291
0.4450172198277795,0.4250996292559732,0.5884207651741333,0.42341712819661276,1,0,0,0.17999446421700896,0.18842791321751912,0.18070969479356588,0.1980403259432462,0.848516757452586,0.8684343480243922,0.424258378726293,0.4342171740121961
0.5168192679752855,0.4974280139600463,0.4304084194684311,0.5340759357816232,0,2,0,0.265664332039706,0.27602073417387407,0.24743462907223604,0.26710215575051,1.0315039497416696,1.0508952037569088,0.5157519748708348,0.5254476018784544
0.13475092544388168,0.10993980537641052,0.8868984494502874,0.1793643140419363,3,1,0,0.019719277777243853,0.02416950730875794,0.012086760806203023,0.018157811907982557,0.28930411941834683,0.314115239485818,0.14465205970917341,0.157057619742909
0.4595947872234588,0.4584097621119347,0.547488174348576,0.45050898093554204,1,1,0,0.20651771477995196,0.20705157923532772,0.21013950999952055,0.21122736844297638,0.9089187430474768,0.9101037681590008,0.4544593715237384,0.4550518840795004
0.5655765770862322,0.593794099331656,0.3614362775516893,0.588258529354121,0,1,1,0.3493044436119948,0.33270524547388464,0.3525914324010925,0.3198768645485788,1.1820526286857769,1.1538351064403534,0.5910263143428884,0.5769175532201767
0.7715155975514164,0.7650034219042159,0.19824367607919502,0.7801025371372508,2,0,1,0.5967811103461574,0.601861275090822,0.5852302355251597,0.5952363172651192,1.5451059590414666,1.5516181346886673,0.7725529795207333,0.7758090673443336
0.4047285629403683,0.411785940447973,0.6097793707169941,0.46636722639838635,3,1,0,0.19204346691657226,0.1887521373427043,0.16956766075062157,0.16380520965977566,0.8781531668463594,0.8710957893387546,0.4390765834231797,0.4355478946693773
0.3514012007629731,0.3786866517000494,0.6723774507904989,0.3627904310361223,3,0,0,0.13738389359788683,0.12748499309140995,0.14340358017579452,0.12348280389765932,0.7414770827361716,0.7141916317990954,0.3707385413680858,0.3570958158995477
0.4077627913796073,0.4019901006575405,0.5888674469623824,0.4280278214257381,3,2,0,0.17206294701916022,0.17453381925269104,0.16159604102665953,0.16627049403368915,0.8300179220832786,0.8357906128053454,0.4150089610416393,0.4178953064026727
0.6681600021557664,0.7026088015171889,0.349728711338074,0.6710466216747083,2,2,1,0.4714832626170252,0.4483665121847929,0.49365912796942046,0.4464377884807938,1.3736554231918972,1.3392066238304747,0.6868277115959486,0.6696033119152374
0.5603652742477377,0.5956545379906306,0.4324806902105411,0.6065421838194296,0,1,1,0.3612896042747905,0.3398851771787964,0.3548043286288316,0.3140092405827423,1.2021967218100602,1.1669074580671674,0.6010983609050301,0.5834537290335837
0.4026173250102396,0.40186255739567955,0.6026646142004463,0.43784962642822367,3,1,0,0.17595537063118888,0.17628584534926414,0.16149351503659584,0.1621007103984009,0.8397121838239032,0.8404669514384633,0.4198560919119516,0.42023347571923164
0.5942693954520112,0.5825436478992538,0.41083496713953344,0.5355727544408404,2,1,1,0.31199450608741847,0.3182744970021267,0.33935710170776984,0.35315611437089883,1.1181164023400942,1.1298421498928515,0.5590582011700471,0.5649210749464257
0.5177962032755228,0.5302943663650167,0.5170685522577357,0.5113126227523447,0,1,1,0.27114620329688943,0.2647557347480138,0.28121211499847454,0.26811290812654653,1.0416069891173614,1.0291088260278674,0.5208034945586807,0.5145544130139337
0.6779431626910072,0.6691173818370817,0.28733586086886864,0.701549995344666,2,0,1,0.4694192961128398,0.47561102262982424,0.447718070676511,0.4596069318394854,1.3706673771817477,1.379493158035673,0.6853336885908738,0.6897465790178365
0.3709592097844542,0.3521243482241878,0.6165779376730074,0.3759820488262501,3,0,0,0.13239243388693805,0.1394740037257258,0.12399155661230908,0.1376107353239067,0.7281063970504379,0.7469412586107043,0.36405319852521895,0.37347062930535213
0.4397520180128103,0.46399667363213576,0.5374111981740709,0.501627597373669,1,2,1,0.2327535365834627,0.22059174823598843,0.21529291314168672,0.19338183734633901,0.9656242710058047,0.9413796153864793,0.48281213550290236,0.47068980769323965
0.42791032739283685,0.4511611182267593,0.5628077413974468,0.4822247081813721,1,1,1,0.2175610385796805,0.20634893275480615,0.2035463545996199,0.18310724828944483,0.9333858264081314,0.9101350355742089,0.4666929132040657,0.45506751778710447
0.23104370249565642,0.23806498983283264,0.8370532080833895,0.2289375377078502,3,2,0,0.0545020125867731,0.052894576352260664,0.056674939384106705,0.05338119246290139,0.46700252754068283,0.4599812402035066,0.23350126377034142,0.2299906201017533
0.5543694919635829,0.5308431584334103,0.46505636433865116,0.6093591191658179,0,2,1,0.3234741194381836,0.3378101053153308,0.2817944588555588,0.30732553361996096,1.1402022775992282,1.1637286111294007,0.5701011387996141,0.5818643055647004
0.5479264404579671,0.5251006666644729,0.40614504814984853,0.5298719074201561,0,1,1,0.27823609183309983,0.29033082813139965,0.2757307101314738,0.3002233841529382,1.054972574084629,1.0777983478781232,0.5274862870423145,0.5388991739390616
0.5008981766555969,0.5029737378207765,0.4759199291632775,0.39372867401135164,0,1,0,0.19803518285470756,0.19721797490931192,0.25298258093740317,0.25089898337690153,0.8967024118321281,0.8946268506669486,0.44835120591606403,0.4473134253334743
0.4568541717427561,0.44860743612655424,0.5596226107313714,0.43922879099091916,1,1,0,0.1970413017994024,0.2006635055137285,0.20124863174804045,0.2087157342387597,0.8878362271174733,0.8960829627336753,0.44391811355873667,0.44804148136683764
0.23989000382946474,0.23779058951744653,0.7378663683867379,0.22408266639717428,3,1,0,0.05328474934322538,0.053755191700134805,0.05654436446305475,0.057547213937300605,0.4618732559146208,0.463972670226639,0.2309366279573104,0.2319863351133195
0.42266673896683016,0.44247700713219956,0.5531546064131324,0.471734010340516,1,2,0,0.2087314530579416,0.19938627581037083,0.19578590184066857,0.17864717222885454,0.9142110174727156,0.8944007493073461,0.4571055087363578,0.44720037465367307
0.4369862064849616,0.45135418590368687,0.6179303303055081,0.43590208962666965,1,0,0,0.19674623279716144,0.19048320054482612,0.20372060113277993,0.1909569446581175,0.8872562755303566,0.8728882961116313,0.4436281377651783,0.43644414805581566
0.35254342669888056,0.3798577127849575,0.6310145656567365,0.4206850293096278,3,0,0,0.15980045303642804,0.14830974179373518,0.14429188196221926,0.12428686770858897,0.8005427420945853,0.7732284560085083,0.40027137104729266,0.38661422800425416
0.4703230087516192,0.4529917319992961,0.5679243034805711,0.47364358629572034,1,0,1,0.21455662850645643,0.2227654765825104,0.2052015092597221,0.22120373256117568,0.9266353182950164,0.9439665950473395,0.4633176591475082,0.47198329752366974
0.5742012953997109,0.5670193407566448,0.47056577309499,0.5306286794380025,0,2,1,0.3008767240015052,0.304687675109539,0.32151093279210013,0.329707127638706,1.0976480201946472,1.1048299748377133,0.5488240100973236,0.5524149874188566
0.8465375594534423,0.8551926041696203,0.10829021018044138,0.8463490736461534,2,2,1,0.7237914683279997,0.7164662792500964,0.7313543902264168,0.7166258395653904,1.7015416778157737,1.6928866330995958,0.8507708389078869,0.8464433165497979
0.5320365603200179,0.5398107193910837,0.43210375495460773,0.5117611691245716,0,2,0,0.27625416486155707,0.272275652126388,0.2913956127695193,0.283062901517156,1.0515718885156553,1.0437977294445895,0.5257859442578277,0.5218988647222947
0.5472824327978059,0.5744495125001294,0.43977239638895327,0.5803814773460128,0,1,1,0.3333998567255219,0.3176325868727105,0.3299922424116364,0.29951806124908487,1.1548309898461422,1.1276639101438186,0.5774154949230711,0.5638319550719093
0.48627946675183426,0.494245643372564,0.47243633819326447,0.4664923476965271,1,2,0,0.23056181051564786,0.22684565008167845,0.24427875599275972,0.23646771978444828,0.9607379910690911,0.9527718144483613,0.48036899553454554,0.47638590722418067
0.1473922218454478,0.1863072563200403,0.8744807710763416,0.1926306320555336,3,0,0,0.03588848454146167,0.02839225685415804,0.0347103937575012,0.021724467060537704,0.3789378883755739,0.3400228539009814,0.18946894418778695,0.1700114269504907
0.4950867834924696,0.5050823517081863,0.49723111483778615,0.4954316048056339,1,1,0,0.25023376006579034,0.24528163966373365,0.25510818200707197,0.24511092318891947,1.0005139565138201,0.9905183882981035,0.5002569782569101,0.49525919414905173
0.5110256550772542,0.530230229556475,0.5023383950404221,0.5245960480748241,0,0,1,0.2781566829951336,0.2680820391183757,0.2811440963355122,0.26114722014713676,1.054826277631299,1.0356217031520782,0.5274131388156496,0.5178108515760391
0.9525692826231835,0.9400340720816972,0.07919567333279293,1.0000000000000002,2,0,1,0.9400340720816974,0.9525692826231837,0.8836640566744975,0.9073882381972465,1.9400340720816973,1.9525692826231837,0.9700170360408487,0.9762846413115919
0.4646130578467454,0.4655541366666426,0.5686255562261877,0.4531894211163338,1,0,0,0.2109842096942703,0.21055772272865625,0.2167406541674229,0.21586529352170317,0.9187435577829763,0.9178024789630792,0.45937177889148817,0.4589012394815396
0.5553666930524671,0.5711654540406154,0.46079279644206045,0.501288347615874,0,0,1,0.2863185866712905,0.27839885188116353,0.3262299758894223,0.3084321637520332,1.0724538016564895,1.0566550406683413,0.5362269008282448,0.5283275203341706
0.49358045388827104,0.5230164696104889,0.430961444420543,0.5592673895392785,1,0,0,0.29250605564510745,0.27604345197370556,0.2735462274838194,0.24362166446055167,1.0822838591497672,1.0528478434275494,0.5411419295748836,0.5264239217137747
0.2852187812226184,0.3018054954209556,0.500715485668979,0.34024813555651495,3,0,0,0.10268875711769045,0.09704515853669744,0.09108655706628845,0.08134975316211586,0.6420536309774705,0.6254669167791334,0.32102681548873524,0.3127334583895667
0.7099476268210845,0.7054230040077274,0.34620734385035856,0.6324518351629037,2,1,1,0.4461460734508156,0.4490076794525432,0.4976216145832862,0.5040256328288898,1.337874839170631,1.3423994619839883,0.6689374195853155,0.6711997309919941
0.6381232250957577,0.6611136637912347,0.2391101795285931,0.6343789472280192,2,0,1,0.41939659003394214,0.4048119397379951,0.4370712764514697,0.40720125040661104,1.295492611019254,1.2725021723237768,0.647746305509627,0.6362510861618884
0.6453074909996002,0.603594475682252,0.374177748745312,0.6181857041778379,2,1,1,0.3731334759874858,0.39891986573482163,0.3643262910741327,0.41642175794019903,1.2217801798600898,1.2634931951774382,0.6108900899300449,0.6317465975887191
